SIZES,CITY,jong,totwage
3,11,20,27600
3,11,1,1700
3,11,10,23355
3,11,19,13115
4,11,64,99641
5,11,281,555154
5,11,243,489168
6,11,460,1259219
2,11,9,19046
2,11,7,29529
2,11,33,64316
4,11,158,400186
4,11,185,580916
4,11,202,461491
4,11,206,432033
5,11,316,1224400
1,11,7,13239
1,11,3,7628
1,11,2,7900
2,11,5,7500
3,11,22,100413
1,11,8,18750
1,11,4,9450
1,11,5,12712
1,11,3,10400
1,11,4,13160
3,11,47,88809
2,11,12,29019
2,11,2,6113
3,11,34,105782
3,11,18,93089
3,11,22,58005
3,11,19,58270
2,11,16,26565
1,11,13,36047
2,11,6,4200
2,11,27,68221
3,11,30,98960
2,11,11,46052
3,11,44,66853
1,11,8,14806
1,11,6,14998
2,11,7,21262
2,11,11,18563
4,11,59,294661
2,11,11,29605
3,11,4,11080
3,11,36,118037
3,11,1,5791
5,11,259,1257786
5,11,1891,11594849
6,11,758,3654244
1,11,5,12755
1,11,6,22254
2,11,9,20092
3,11,62,154213
1,11,7,11766
1,11,12,21815
2,11,18,21683
2,11,16,25998
2,11,7,13127
3,11,40,58370
3,11,39,40494
3,11,20,29106
4,11,138,222668
5,11,127,120770
2,11,18,23233
2,11,13,13927
3,11,84,312579
1,11,7,8200
1,11,7,17376
3,11,9,19920
3,11,37,197008
4,11,42,162000
1,11,11,29300
2,11,13,14650
3,11,39,104292
4,11,51,256373
5,11,201,458271
1,11,2,3640
2,11,18,41624
3,11,44,102472
3,11,89,239218
4,11,99,177589
5,11,232,265007
6,11,1847,13752542
1,11,3,2100
1,11,12,40846
2,11,12,14139
2,11,17,41657
2,11,3,10218
3,11,39,85164
3,11,36,47675
4,11,165,421675
4,11,82,66148
5,11,126,183111
5,11,4,18183
5,11,303,360425
6,11,79,129896
6,11,1207,1428240
1,11,0,0
1,11,1,1100
2,11,4,11182
2,11,3,4350
3,11,31,182140
3,11,35,165410
3,11,12,27050
4,11,95,461290
4,11,95,158983
5,11,235,1092289
6,11,1085,7661864
6,11,526,3094830
1,11,2,4650
2,11,2,2633
4,11,44,199643
6,11,1674,10135611
3,11,10,32077
1,11,4,8873
1,11,3,8700
1,11,6,18000
2,11,5,6500
3,11,22,91010
1,11,4,4600
1,11,2,2700
2,11,7,10767
3,11,18,37800
3,11,22,50727
1,11,3,7559
1,11,11,33966
2,11,4,14228
3,11,45,63982
2,11,3,12738
3,11,14,51953
1,11,8,12040
2,11,11,26533
3,11,32,51335
4,11,261,703905
4,11,32,49318
5,11,178,409294
1,11,1,5833
1,11,0,0
2,11,10,16700
2,11,0,0
3,11,9,17824
6,11,735,2723014
3,11,32,423532
6,11,1593,10931532
2,11,6,17579
3,11,58,137818
4,11,115,304078
3,11,8,21879
3,11,22,114885
1,11,11,191056
2,11,13,38602
1,11,5,16650
4,11,97,331385
1,11,3,3333
3,11,26,71784
2,11,3,8865
4,11,152,358248
3,11,71,237027
3,11,32,95521
1,11,4,6400
2,11,13,34789
3,11,19,61951
1,11,4,12020
2,11,22,90049
4,11,265,984501
4,11,148,640214
4,11,117,310732
5,11,250,675488
5,11,152,1059648
2,11,4,10093
3,11,13,36051
4,11,81,158939
4,11,63,199411
4,11,136,428141
5,11,164,516639
4,11,74,456809
4,11,50,158115
5,11,51,175125
5,11,83,237883
6,11,151,460970
4,11,144,402259
4,11,78,194079
5,11,222,809187
2,11,17,48093
4,11,110,350326
6,11,920,13906786
4,11,34,130562
5,11,202,933352
5,11,163,704000
4,11,180,420440
4,11,61,242719
4,11,99,321719
4,11,126,573776
5,11,347,1160224
2,11,23,38847
3,11,15,50644
5,11,388,870810
3,11,36,127494
1,11,4,9635
3,11,43,133156
4,11,80,215911
4,11,124,630837
4,11,147,479687
4,11,136,1114682
5,11,254,743769
3,11,41,144025
4,11,109,449414
6,11,1119,4085684
6,11,806,3447034
1,11,9,20023
1,11,5,10100
1,11,6,14047
2,11,20,47620
2,11,12,23748
3,11,29,68759
3,11,40,77012
3,11,71,259275
2,11,6,20854
4,11,204,631778
4,11,169,1319732
5,11,479,3603585
5,11,438,1198738
6,11,650,2029365
6,11,520,2720786
6,11,1306,6554155
1,11,5,11000
3,11,66,127787
4,11,239,675501
3,11,38,167946
3,11,59,160053
3,11,36,61731
3,11,20,85045
2,11,19,89298
3,11,25,86373
4,11,433,2056902
6,11,1102,3149558
1,11,7,17171
2,11,23,67032
3,11,90,508438
3,11,50,156794
4,11,95,399252
3,11,32,114120
2,11,11,22369
3,11,89,250616
4,11,191,673119
5,11,261,1501741
2,11,8,38082
2,11,9,28644
2,11,6,11900
1,11,7,22970
1,11,0,0
2,11,19,64351
3,11,24,93025
2,11,15,50151
2,11,20,41326
3,11,14,53195
2,11,23,47647
4,11,23,67513
2,11,7,10380
1,11,4,27222
3,11,10,34187
3,11,32,108948
3,11,29,80849
3,11,54,413491
3,11,12,38041
3,11,34,157318
3,11,16,83387
3,11,44,94114
3,11,35,99790
3,11,24,99134
3,11,29,56278
3,11,58,136795
3,11,27,79942
3,11,30,104097
3,11,33,126404
3,11,38,468568
3,11,24,85947
3,11,24,89618
3,11,42,91485
2,11,15,33053
4,11,22,143956
4,11,67,176860
5,11,176,683430
4,11,141,434564
4,11,173,1242960
4,11,202,1164558
4,11,229,826161
4,11,86,286200
4,11,228,997770
4,11,188,681669
4,11,290,1169100
4,11,210,595363
5,11,244,572332
4,11,629,2925829
4,11,105,417871
5,11,133,779318
4,11,128,509011
6,11,195,414672
4,11,114,536711
5,11,252,996595
5,11,287,770574
5,11,509,2112433
2,11,18,74550
1,11,0,0
2,11,12,20829
1,11,4,8521
3,11,2,6410
3,11,27,66472
4,11,16,34467
3,11,7,32936
3,11,49,136035
4,11,117,410071
3,11,3,15075
3,11,15,147779
3,11,62,153426
3,11,51,216397
4,11,36,118595
4,11,88,321806
4,11,33,88860
4,11,90,244297
6,11,486,5094374
4,11,116,691122
6,11,2940,7420601
2,11,14,33465
1,11,5,13200
1,11,2,3858
2,11,5,6300
1,11,5,10400
2,11,22,60348
2,11,1,1501
3,11,25,58508
2,11,3,7410
3,11,10,18870
2,11,10,13557
3,11,27,58178
1,11,9,7550
3,11,31,59041
3,11,35,100549
3,11,40,85492
4,11,103,306529
3,11,4,9445
2,11,13,25324
3,11,27,55709
3,11,20,43437
3,11,23,70563
3,11,27,50907
4,11,96,211204
4,11,78,136433
5,11,190,376446
3,11,103,317123
4,11,158,391270
5,11,318,904078
6,11,364,1114273
6,11,345,626964
6,11,866,4059620
5,11,198,446043
2,11,8,15082
2,11,11,44511
5,11,314,734070
5,11,421,996136
6,11,743,1671683
6,11,622,1433115
1,11,7,43693
3,11,17,71650
2,11,13,45189
4,11,108,827138
2,11,2,7100
2,11,6,41763
1,11,3,6750
2,11,6,22408
4,11,139,533181
1,11,6,15763
1,11,6,17019
2,11,19,39572
2,11,29,98832
2,11,22,73027
2,11,12,44665
2,11,8,29291
2,11,13,44109
3,11,61,180890
4,11,94,341743
5,11,246,1377250
6,11,557,1582911
2,11,9,188634
2,11,14,61506
3,11,66,432439
4,11,504,6286624
4,11,161,653254
4,11,105,814932
5,11,71,143323
5,11,354,1527424
6,11,490,2315856
2,11,11,85605
3,11,56,350863
4,11,214,1084807
3,11,95,689377
4,11,119,521002
4,11,193,1253626
5,11,294,1778054
1,11,4,53905
1,11,1,3000
2,11,6,82556
2,11,6,45000
2,11,2,15157
2,11,6,31670
3,11,75,532603
5,11,246,1591538
5,11,437,1029987
6,11,665,3284779
6,11,455,2542207
2,11,7,29452
1,11,4,5660
1,11,5,5910
1,11,3,7600
1,11,5,13658
2,11,7,13875
4,11,136,144368
2,11,6,8017
2,11,19,125987
2,11,7,12491
1,11,7,19840
2,11,24,31723
3,11,92,149579
3,11,31,39616
3,11,57,70871
3,11,26,40935
3,11,34,146851
2,11,64,190876
2,11,60,249924
3,11,7,22263
4,11,74,246187
4,11,125,245236
4,11,177,245133
4,11,104,128532
4,11,44,107393
4,11,139,155637
4,11,116,360249
5,11,247,963235
6,11,348,326835
1,11,4,8550
2,11,8,15223
2,11,13,21829
2,11,6,15761
3,11,49,89429
2,11,11,23733
2,11,22,59150
1,11,10,27035
3,11,75,284573
2,11,15,41969
1,11,5,12600
2,11,23,50638
2,11,6,6307
2,11,4,11196
2,11,9,26475
2,11,8,32800
3,11,36,78889
3,11,18,145677
2,11,16,47340
2,11,7,12666
2,11,4,15375
3,11,44,113057
2,11,14,37381
2,11,7,20746
2,11,19,56018
3,11,31,80256
3,11,21,63965
3,11,57,154795
3,11,27,85320
2,11,44,121773
4,11,87,222189
3,11,32,188597
3,11,49,204431
3,11,32,86954
4,11,51,148613
4,11,89,328563
4,11,171,515528
3,11,36,182326
4,11,80,313322
4,11,259,574501
4,11,118,253768
4,11,82,246922
4,11,113,417268
4,11,71,201750
4,11,135,662262
4,11,145,487454
6,11,488,1412939
5,11,372,1085767
5,11,473,1412368
5,11,330,1920430
6,11,451,5198454
5,11,426,2790424
4,11,21,94602
6,11,438,1342619
6,11,6316,21716477
6,11,807,2690029
1,11,6,34000
2,11,11,22951
3,11,73,340535
1,11,5,19833
1,11,2,5981
2,11,8,21599
1,11,2,6266
2,11,8,23300
2,11,7,9500
1,11,5,14510
2,11,10,33005
2,11,8,47237
2,11,6,10377
2,11,19,96968
2,11,14,35802
2,11,12,19326
2,11,7,27688
2,11,16,47200
2,11,6,26447
3,11,28,41825
3,11,43,100206
3,11,14,57622
3,11,22,60418
3,11,32,72804
3,11,60,424695
3,11,85,5336389
3,11,27,72966
3,11,54,299226
3,11,35,89827
3,11,26,76188
3,11,26,55825
4,11,158,489277
4,11,328,1480000
5,11,262,765084
4,11,148,415626
4,11,137,470065
4,11,131,361306
4,11,114,499189
3,11,50,262899
2,11,10,65820
4,11,237,784727
5,11,263,1006746
5,11,451,1422554
6,11,402,1337929
6,11,1168,7376372
6,11,660,3458459
6,11,1309,4688875
2,11,10,16500
2,11,15,13454
1,11,10,17008
5,11,11,23185
2,11,4,5671
2,11,22,64133
2,11,12,26353
6,11,579,970394
2,11,2,3833
6,11,1114,1392500
3,11,30,161213
4,11,118,256186
4,11,117,275251
4,11,12,17198
5,11,365,623373
5,11,463,561743
4,11,56,71495
4,11,88,92752
5,11,239,290065
6,11,611,799533
6,11,566,726343
6,11,263,315956
5,11,66,66876
6,11,128,161653
5,11,224,186408
5,11,29,52314
5,11,376,428629
3,11,48,213625
3,11,48,164297
2,11,7,23463
3,11,37,53660
4,11,89,450087
2,11,2,13600
2,11,8,17600
3,11,104,413433
6,11,188,481370
6,11,887,2886417
2,11,5,8400
1,11,3,6500
2,11,9,35850
1,11,5,9509
1,11,3,6100
1,11,6,11314
1,11,6,17751
2,11,11,39300
2,11,8,17933
2,11,8,28740
2,11,9,36918
2,11,11,36866
2,11,16,45054
2,11,23,110050
3,11,55,186123
3,11,31,183756
4,11,155,516618
1,11,7,15800
1,11,6,7900
1,11,10,26087
3,11,32,161631
4,11,69,169457
4,11,50,106120
2,11,16,69225
3,11,29,67428
4,11,75,206230
4,11,107,340802
4,11,78,307739
2,11,12,23534
1,11,5,9900
1,11,5,5890
1,11,2,5700
2,11,11,21450
3,11,7,27817
4,11,33,130956
4,11,276,805690
2,11,6,14055
3,11,47,169007
2,21,12,19945
2,21,12,19000
2,21,2,3823
1,21,5,5700
1,21,2,5332
2,21,1,1240
3,21,10,26034
3,21,1,1400
4,21,25,51299
2,21,10,16400
1,21,1,1300
2,21,8,14298
1,21,2,1700
2,21,3,4751
2,21,16,26019
3,21,14,20324
3,21,23,38491
4,21,47,99916
4,21,4,6209
5,21,220,567831
3,21,50,125810
6,21,464,1494504
1,21,4,4610
2,21,11,17890
3,21,38,87992
3,21,49,87406
4,21,113,321563
5,21,411,1358877
1,21,4,5000
3,21,25,34848
1,21,5,8700
2,21,15,20615
3,21,80,180710
4,21,77,149817
5,21,265,451971
6,21,534,1044283
1,21,3,2338
3,21,28,50175
4,21,105,203244
4,21,132,302347
1,21,7,11300
2,21,14,22330
4,21,120,376473
3,21,11,10489
4,21,107,281320
4,21,60,184383
1,21,5,26355
2,21,30,61791
3,21,25,65592
4,21,148,284354
5,21,268,497397
6,21,2467,6965172
1,21,3,4100
4,21,65,87750
2,21,6,7920
3,21,48,131116
2,21,4,8650
2,21,10,14106
2,21,16,40864
3,21,26,59950
4,21,146,580423
2,21,69,101575
2,21,16,20752
3,21,15,49386
4,21,125,277785
4,21,252,744681
1,21,6,10350
2,21,2,2450
1,21,7,16858
1,21,3,3500
1,21,4,28388
1,21,25,40096
2,21,21,70304
3,21,53,127559
2,21,13,27132
3,21,54,243106
1,21,7,13202
2,21,12,39580
3,21,28,63085
1,21,3,4000
1,21,2,3675
2,21,7,6100
2,21,8,9100
3,21,16,20900
3,21,22,33803
3,21,28,39679
3,21,19,30900
5,21,79,266263
1,21,4,4400
2,21,4,6040
2,21,5,7583
3,21,26,41126
3,21,51,88436
3,21,24,27014
3,21,45,128159
1,21,3,2900
2,21,9,12149
1,21,4,19890
2,21,4,7310
2,21,15,29806
2,21,16,30303
2,21,12,24834
2,21,9,11250
3,21,39,88938
3,21,7,7631
4,21,161,338964
5,21,340,744325
5,21,303,696505
1,21,7,12675
2,21,7,26848
1,21,11,36447
2,21,9,53640
1,21,3,11360
2,21,15,33620
2,21,6,17009
1,21,5,15969
2,21,6,28066
2,21,8,22925
1,21,4,12034
2,21,11,45600
2,21,14,20970
1,21,4,12200
2,21,14,26923
2,21,20,69150
3,21,19,46085
3,21,43,52811
2,21,11,26879
3,21,13,22820
1,21,2,3180
1,21,4,20801
1,21,6,12100
1,21,6,12050
1,21,4,7500
1,21,7,12838
1,21,3,3500
1,21,2,1850
1,21,5,12050
2,21,11,22326
1,21,3,3820
2,21,5,8050
2,21,6,6504
2,21,11,22083
2,21,22,49575
2,21,4,8556
2,21,5,8750
3,21,38,58330
1,21,3,8132
2,21,5,17573
2,21,8,14038
3,21,37,71671
3,21,46,117495
3,21,30,64227
3,21,18,22590
3,21,43,126410
3,21,26,62260
4,21,101,224399
4,21,109,306647
4,21,164,713353
4,21,211,377885
5,21,341,906795
5,21,337,603134
1,21,5,12200
6,21,991,3260483
6,21,700,2650489
2,21,18,85111
1,21,4,10841
1,21,4,7125
2,21,5,4131
2,21,3,7150
2,21,18,51862
1,21,4,8955
1,21,2,1800
1,21,5,16252
1,21,4,18344
2,21,6,17311
2,21,10,60586
2,21,12,41517
3,21,33,83440
2,21,8,31040
3,21,24,141661
3,21,29,167379
4,21,57,160365
2,21,10,45339
2,21,8,7643
1,21,3,2970
1,21,3,3360
1,21,5,4859
2,21,15,13290
2,21,8,8079
2,21,8,14133
2,21,21,27429
2,21,14,26524
2,21,13,14235
3,21,49,49013
2,21,19,24821
4,21,112,424903
1,21,2,1650
3,21,22,37552
1,21,6,5650
3,21,49,121449
1,21,5,4300
1,21,2,4412
1,21,0,0
2,21,16,31084
2,21,8,24350
3,21,65,77220
1,21,4,9385
2,21,8,9539
2,21,21,19802
3,21,42,54162
3,21,65,105612
3,21,5,5833
4,21,85,71608
4,21,65,52396
5,21,160,178290
5,21,311,729301
5,21,213,198500
1,21,3,3910
1,21,2,4850
2,21,4,11420
2,21,1,1437
2,21,3,12000
3,21,21,100101
3,21,37,172085
4,21,70,336261
4,21,48,235926
4,21,68,292399
6,21,667,3075826
6,21,512,2100852
1,21,2,11400
3,21,20,53553
4,21,56,218999
5,21,95,423499
5,21,86,320589
5,21,39,161527
6,21,225,995130
1,21,1,600
2,21,4,6163
1,21,7,10689
2,21,32,96892
3,21,15,60402
1,21,2,2625
1,21,9,12903
2,21,31,60766
3,21,39,48824
3,21,65,174060
1,21,3,2342
1,21,4,10665
2,21,7,10610
2,21,12,28550
1,21,5,5450
1,21,8,9187
1,21,5,6100
2,21,13,19116
2,21,21,26115
3,21,40,86302
1,21,3,8200
2,21,4,8860
2,21,5,5450
2,21,8,14038
3,21,16,20250
1,21,5,15870
1,21,4,23495
4,21,118,338965
3,21,27,81002
3,21,20,30000
3,21,74,176290
2,21,11,35352
2,21,28,25135
2,21,6,8815
2,21,7,8360
1,21,4,9490
1,21,6,14006
2,21,16,49906
2,21,19,58795
2,21,8,17321
3,21,40,176827
2,21,10,31386
3,21,6,10133
1,21,5,5532
1,21,15,31670
5,21,220,385294
4,21,156,588594
4,21,81,184486
1,21,1,1650
3,21,4,7187
4,21,13,19962
3,21,22,29480
3,21,10,12800
2,21,5,7881
1,21,0,0
2,21,8,20824
3,21,20,35410
2,21,11,21607
4,21,191,513431
4,21,70,159223
3,21,25,63005
2,21,7,11700
1,21,0,0
6,21,824,2283295
2,21,11,12842
4,21,139,388546
2,21,1,2460
2,21,9,15269
5,21,288,649757
3,21,23,44137
2,21,22,32124
6,21,1190,3449952
1,21,1,1500
1,21,9,11720
6,21,1240,5088383
3,21,73,241149
3,21,141,649245
2,21,6,19196
1,21,2,3000
1,21,5,4600
2,21,16,21850
3,21,32,70758
1,21,9,11780
2,21,30,134067
2,21,9,16800
3,21,3,10583
5,21,6,14902
4,21,67,371995
3,21,17,40687
1,21,3,3950
1,21,9,15996
5,21,276,733467
3,21,20,35388
3,21,43,90530
3,21,29,81197
1,21,12,15800
2,21,9,17217
1,21,3,5900
4,21,202,444212
5,21,358,786185
4,21,157,356175
4,21,115,245290
2,21,16,18537
2,21,22,34805
3,21,33,60558
2,21,10,22320
1,21,8,9810
4,21,90,257491
3,21,17,40183
2,21,9,11570
1,21,2,15391
2,21,6,27158
1,21,2,10337
3,21,50,251153
2,21,5,78248
2,21,7,15314
3,21,24,28734
2,21,9,9954
3,21,44,51958
2,21,21,26076
4,21,126,124595
3,21,25,24822
2,21,8,10658
1,21,4,4142
1,21,9,7528
1,21,7,13740
2,21,24,63812
2,21,10,25500
2,21,19,34500
4,21,89,278827
3,21,42,75790
1,21,3,6600
5,21,44,98974
1,21,3,4300
1,21,3,3699
4,21,21,99357
1,21,4,5060
1,21,6,4929
1,21,6,10719
1,21,0,0
2,21,2,1600
3,21,51,259044
2,21,19,74743
4,21,70,285929
2,21,0,0
4,21,25,63127
3,21,19,43930
2,21,11,17000
3,21,22,109359
2,21,25,81709
2,21,13,27113
3,21,36,150888
2,21,8,10119
2,21,5,8450
1,21,6,6648
3,21,18,41489
4,21,132,472269
4,21,300,1085205
2,21,17,29318
2,21,16,29510
2,21,35,50626
4,21,108,115777
3,21,45,147142
1,21,1,1136
3,21,19,36032
6,21,93,253440
1,21,3,6100
6,21,62,111284
1,21,4,7400
3,21,11,31521
1,21,3,4898
1,21,29,74760
2,21,7,11750
2,21,12,15350
2,21,18,49893
2,21,6,7852
3,21,24,25821
3,21,13,29166
3,21,16,65754
3,21,11,23711
3,21,4,5200
4,21,19,41250
4,21,63,189384
5,21,183,520027
1,21,4,5698
2,21,12,23522
3,21,40,80430
2,21,22,47351
2,21,15,32100
1,21,6,4800
2,21,13,38469
1,21,5,5736
1,21,7,23279
2,21,23,85322
2,21,4,7628
2,21,21,51220
4,21,241,497953
1,21,3,4000
1,21,8,18000
2,21,15,26449
3,21,26,80593
4,21,117,228694
2,21,4,3665
1,21,10,25150
1,21,6,28400
3,21,38,60259
2,21,42,97807
1,21,6,25334
6,21,2617,4978081
2,21,17,27156
3,21,43,51350
1,21,5,10930
2,21,13,36145
6,21,2514,6763567
2,21,11,12894
1,21,4,5659
3,21,42,229974
1,21,2,2300
1,21,10,23505
1,21,2,2380
1,21,5,21600
3,21,26,50426
3,21,10,19402
4,21,71,65603
4,21,59,69911
1,21,1,1500
2,21,0,0
3,21,7,25936
4,21,75,81999
1,21,7,11345
4,21,169,138400
3,21,83,61231
4,21,277,274869
5,21,219,211151
6,21,932,703174
4,21,262,453800
1,21,5,5790
2,21,17,68445
1,21,4,13781
3,21,26,145800
1,21,8,9440
2,21,10,10727
2,21,9,10914
3,21,28,32330
1,21,1,2200
1,21,0,0
2,21,0,0
3,21,22,34482
6,21,299,1307261
1,21,1,1500
2,21,1,3277
3,21,17,66358
4,21,25,59051
5,21,163,598242
2,21,4,6833
2,21,7,14878
3,21,16,25193
2,21,13,31026
3,21,59,140335
4,21,81,194524
1,21,4,4850
2,21,15,16730
1,21,1,800
2,21,8,19660
1,21,3,3400
1,21,1,4500
3,21,20,35620
4,21,49,114497
2,21,10,21956
1,21,6,26261
4,21,51,70744
3,21,15,32051
1,21,7,13041
3,21,17,33770
2,21,10,24763
3,39,22,34747
2,39,15,31236
3,39,25,73833
2,39,8,9120
1,39,5,7997
3,39,8,19773
2,39,17,49405
1,39,7,8700
1,39,6,6670
1,39,3,3975
1,39,12,13400
1,39,9,6388
2,39,12,38644
3,39,24,126125
2,39,20,46580
1,39,8,31193
2,39,10,14400
2,39,2,1780
3,39,19,27559
3,39,23,42440
3,39,20,27608
3,39,13,18860
4,39,143,321059
4,39,50,90117
5,39,184,310507
4,39,189,335840
3,39,40,103725
3,39,21,31905
2,39,0,0
1,39,2,2500
1,39,5,7047
2,39,20,10630
1,39,4,2517
2,39,26,69942
2,39,19,41372
1,39,34,57328
3,39,9,27471
4,39,108,271342
4,39,123,229573
1,39,5,6900
2,39,2,3288
3,39,12,28323
4,39,221,626391
1,39,7,16029
2,39,6,33124
1,39,6,27852
1,39,5,5032
3,39,36,86323
1,39,4,19045
3,39,10,33897
3,39,13,30262
2,39,4,12062
1,39,5,19522
3,39,58,183188
1,39,4,6114
2,39,10,21969
2,39,8,9700
2,39,7,12646
2,39,11,10740
2,39,10,13067
3,39,45,110276
2,39,7,13940
2,39,12,17938
3,39,4,6098
3,39,25,42900
1,39,4,9060
3,39,98,154573
4,39,50,75281
3,39,64,103552
1,39,7,11388
2,39,15,21824
3,39,37,32567
3,23,65,210672
2,23,18,56365
3,23,27,73698
3,23,30,82523
3,23,25,52885
4,23,230,810536
2,23,15,44271
3,23,27,142478
4,23,55,199289
3,23,9,17200
1,23,1,900
2,23,9,16820
1,23,1,1400
2,23,8,12470
1,23,14,32947
1,23,4,5528
2,23,11,30015
2,23,17,23392
3,23,25,72244
3,23,32,46144
4,23,103,311312
5,23,122,489788
5,23,274,1342934
6,23,458,1160749
3,23,32,64854
1,23,10,23315
1,23,6,16182
2,23,7,14135
3,23,27,40166
4,23,97,239867
1,23,6,13209
2,23,10,24584
3,23,69,148193
4,23,186,435017
4,23,112,331061
1,23,3,3940
3,23,33,84595
1,23,8,18992
1,23,4,7530
3,23,31,103128
3,23,116,246762
4,23,93,186201
6,23,585,1277451
6,23,2026,9611810
1,23,3,5300
1,23,12,10000
2,23,7,11524
3,23,31,108401
4,23,92,188370
5,23,337,846345
1,23,8,18639
1,23,9,18779
2,23,11,23559
2,23,17,38185
3,23,34,69931
3,23,52,148723
3,23,28,63018
4,23,168,243406
4,23,143,245019
6,23,2141,7556975
2,23,4,6608
1,23,3,5041
3,23,14,34579
4,23,139,341447
1,23,2,3626
2,23,19,52065
3,23,40,94223
5,23,325,763092
5,23,111,235675
1,23,6,10050
2,23,29,57803
3,23,34,63118
1,23,7,12000
3,23,23,44890
5,23,209,401637
5,23,249,446427
2,23,18,27800
3,23,51,156394
1,23,4,7000
2,23,15,30388
3,23,44,82217
3,23,32,69071
4,23,104,236029
6,23,202,521148
3,23,38,89207
3,23,28,60229
1,23,9,25999
2,23,21,46296
3,23,30,61910
4,23,167,528198
1,23,7,7400
2,23,16,35028
3,23,43,55751
5,23,271,899294
1,23,5,3384
2,23,8,15442
3,23,71,299641
4,23,106,308248
1,23,4,5722
2,23,18,50357
3,23,61,125658
3,23,25,68664
1,23,6,10616
2,23,9,17997
2,23,28,84286
3,23,36,75176
1,23,5,18936
2,23,6,8600
3,23,9,13664
4,23,81,172241
5,23,109,257321
1,23,5,8100
1,23,4,8650
2,23,2,4356
3,23,16,28731
3,23,44,91368
4,23,163,442470
1,23,12,19256
1,23,4,12000
2,23,23,35700
2,23,9,8242
3,23,62,63519
4,23,101,95763
4,23,122,336899
4,23,64,75172
4,23,129,190064
1,23,6,15349
2,23,16,44643
2,23,8,18600
2,23,13,77545
3,23,36,72635
2,23,16,53681
1,23,5,19078
1,23,3,7826
2,23,26,110423
2,23,12,31545
2,23,22,42259
3,23,45,163959
3,23,10,19351
3,23,59,143040
3,23,69,214553
5,23,67,167648
1,23,5,12838
2,23,14,36984
1,23,2,5602
1,23,3,9512
1,23,3,7115
2,23,20,63251
2,23,7,19779
2,23,4,9550
2,23,8,16764
2,23,15,39304
3,23,182,324160
3,23,38,79916
3,23,22,52572
3,23,58,79429
4,23,75,108565
4,23,84,207793
5,23,247,658721
6,23,1829,3876729
1,23,7,70296
2,23,11,121570
2,23,7,14150
3,23,32,54686
1,23,3,11371
1,23,2,3049
2,23,9,62000
3,23,25,107394
1,23,4,43436
2,23,12,81536
3,23,34,145158
1,23,4,15804
2,23,11,41240
1,23,2,2256
2,23,15,28358
2,23,12,13584
2,23,13,13442
2,23,16,15265
3,23,34,32663
4,23,186,704850
1,23,10,16700
2,23,13,27000
3,23,31,63844
1,23,0,0
1,23,2,5850
2,23,8,32497
3,23,24,122170
4,23,144,554542
1,23,5,5127
2,23,17,23354
3,23,24,54357
4,23,185,188102
5,23,460,747087
1,23,0,0
1,23,1,1000
2,23,3,2100
2,23,16,22250
3,23,25,96333
4,23,82,374090
1,23,2,2700
2,23,3,10850
4,23,61,272482
5,23,105,430098
6,23,523,1703212
2,23,9,21171
1,23,2,2428
2,23,8,10400
1,23,10,17928
2,23,27,53031
3,23,26,54283
1,23,5,7750
1,23,3,5748
2,23,19,84687
1,23,4,3400
2,23,12,28923
2,23,5,12500
3,23,30,58413
1,23,16,22906
2,23,5,6555
4,23,103,472207
6,23,865,694932
1,23,2,5200
3,23,33,104891
2,23,19,76732
1,23,10,29160
2,23,18,40821
2,21,8,85398
1,21,4,8200
2,21,10,29869
2,21,3,4571
4,21,54,89253
2,21,12,19556
3,21,46,214625
1,21,9,8360
2,21,17,28109
4,21,68,109838
1,21,2,2500
2,21,3,7500
3,21,27,43860
2,21,9,21519
2,21,17,30517
2,21,16,52997
1,21,6,11282
1,21,6,7000
2,21,11,19176
2,21,21,50049
3,21,19,33659
3,21,62,170152
5,21,272,493845
6,21,369,742692
1,21,5,8900
1,21,10,17508
1,21,9,19091
2,21,21,37798
1,21,8,9050
1,21,9,18914
2,21,13,18410
3,21,31,82242
2,21,2,4993
1,21,9,22405
1,21,12,29613
2,21,13,38890
3,21,30,54318
4,21,84,164466
2,21,8,16437
1,21,4,9886
2,21,8,14500
2,21,0,0
2,21,11,26022
5,21,189,470441
1,21,3,9769
1,21,4,5100
2,21,9,19440
2,21,11,32682
3,21,16,32271
3,21,57,112280
4,21,186,375378
6,21,648,2562404
1,21,2,5400
2,21,8,9128
4,21,24,57879
4,21,89,215748
2,21,15,36587
2,21,18,42252
2,21,9,19690
2,21,10,19278
2,21,7,16700
1,21,4,10422
1,21,4,5690
2,21,11,99102
3,21,31,56219
1,21,1,1200
3,21,37,74672
3,21,8,9101
2,21,7,11600
2,21,7,13000
2,21,9,11400
3,21,55,133829
4,21,142,64285
4,21,225,454494
6,21,893,1701829
1,21,8,55301
1,21,2,4247
2,21,6,35019
3,21,18,106463
3,21,29,134126
1,21,7,8847
2,21,3,5976
2,21,14,16729
2,21,8,14779
2,21,12,15239
3,21,10,21685
3,21,24,33067
3,21,28,37244
5,21,96,110694
1,21,1,900
2,21,15,57447
2,21,3,14000
1,21,4,5000
2,21,17,36465
3,21,59,62135
1,21,1,900
2,21,3,6000
6,21,264,1161389
2,21,0,0
3,21,21,54579
1,21,1,1250
2,21,5,8756
2,21,12,23032
2,21,6,9780
3,21,22,46736
4,21,65,156356
2,21,9,10270
2,21,17,20540
4,21,51,85563
4,21,60,148818
2,21,7,17916
1,21,8,18504
2,21,12,34046
3,21,39,55460
