SIZES,CITY,jong,totwage
5,21,357,933778
1,21,2,3570
2,21,8,11000
3,21,18,20101
1,21,8,23530
1,21,9,9250
2,21,17,103077
2,21,17,57073
1,21,4,8272
3,21,33,53715
2,21,16,46135
3,21,21,41045
2,31,8,15165
2,31,14,34355
1,31,15,44224
1,31,9,33368
1,31,6,18460
1,31,7,12100
2,31,14,29389
2,31,3,8390
2,31,11,52725
2,31,8,17383
3,31,34,46920
3,31,34,81150
5,31,346,454231
6,31,125,273509
2,31,7,15631
1,31,3,2960
2,31,3,5200
1,31,2,4300
1,31,9,11312
2,31,12,31659
4,31,51,66116
3,31,26,49180
3,31,70,121931
4,31,79,134180
3,31,41,103719
1,31,3,5361
2,31,6,10770
5,31,29,55729
3,31,28,58974
4,31,141,550412
5,31,181,525611
2,31,10,13200
1,31,4,8770
2,31,6,7700
2,31,12,27065
2,31,8,11745
4,31,67,239349
3,31,50,85974
3,31,115,531914
5,31,262,482312
5,31,562,1595064
1,31,7,32464
1,31,2,2800
2,31,18,37468
1,31,5,15176
3,31,38,75585
1,31,5,8830
2,31,6,11745
3,31,36,56880
4,31,51,76238
1,31,9,21441
2,31,36,99360
2,31,25,48819
2,31,16,35186
3,31,45,110136
4,31,70,150969
5,31,38,77233
1,31,7,22688
1,31,9,16124
2,31,17,36046
2,31,22,47240
3,31,14,32852
3,31,25,26607
4,31,107,289376
5,31,278,833736
1,31,8,22060
2,31,9,24137
2,31,17,32183
3,31,72,117905
4,31,89,391078
4,31,67,252727
5,31,316,609508
5,31,312,877408
1,31,11,27110
1,31,9,23636
2,31,5,5800
2,31,5,7514
3,31,22,46981
3,31,62,171302
4,31,14,31587
4,31,98,196888
4,31,271,879930
5,31,68,178812
5,31,396,750699
5,31,332,775494
4,31,90,229245
6,31,18112,56957105
1,31,7,19232
2,31,10,24639
4,31,32,149064
1,31,5,12414
1,31,7,7700
1,31,4,8168
1,31,5,13716
1,31,3,3300
1,31,6,10188
2,31,12,19946
3,31,25,82003
2,31,14,18527
2,31,17,37487
2,31,10,13287
3,31,43,127092
1,31,2,5200
2,31,9,14040
2,31,16,22000
2,31,23,57457
1,31,9,20211
2,31,16,35030
2,31,14,35920
3,31,19,27400
1,31,5,15260
2,31,8,33806
2,31,86,232176
1,31,3,4540
6,31,2,3117
2,31,16,84980
2,31,3,10900
3,31,27,77150
3,31,113,235007
2,31,155,657208
4,31,5,20724
2,31,2,3850
1,31,12,22775
2,31,1,2550
2,31,5,7470
3,31,22,53997
2,31,16,28217
4,31,62,187262
1,31,3,2797
1,31,5,7350
2,31,5,10340
2,31,3,3793
3,31,43,74162
2,31,2,6000
2,31,14,38274
3,31,22,35986
3,31,252,504805
4,31,109,283124
1,31,7,9396
4,31,201,651735
3,31,61,137465
3,31,55,85346
4,31,122,78253
4,31,162,83028
5,31,79,182084
1,31,7,14091
1,31,14,29953
1,31,4,6000
2,31,2,8861
3,31,6,9731
3,31,10,41889
3,31,47,109402
3,31,39,104473
4,31,55,105987
4,31,87,141610
4,31,110,213193
1,31,7,11800
1,31,8,21791
2,31,24,129628
2,31,10,28390
2,31,9,39517
2,31,11,37386
2,31,11,23590
3,31,45,155574
1,31,6,23759
2,31,7,31646
3,31,23,81294
3,31,62,304854
1,31,5,10251
2,31,7,9450
2,31,15,20171
2,31,3,5308
2,31,13,18804
2,31,13,26386
2,31,15,19812
5,31,7,33169
3,31,12,20007
3,31,31,41723
5,31,422,1573375
1,31,0,0
2,31,13,38670
2,31,14,35217
1,31,6,22245
2,31,23,81856
3,31,74,297442
3,31,34,112306
4,31,81,303715
4,31,102,315472
4,31,160,448753
5,31,390,1296733
6,31,538,1701010
6,31,596,2559402
6,31,6496,20469086
1,31,1,2400
1,31,3,4900
2,31,25,79576
3,31,53,187948
6,31,1754,10455025
4,31,41,62936
2,31,4,11823
3,31,34,88397
2,31,18,14098
4,31,78,76782
4,31,32,71201
5,31,25,45433
5,31,330,567403
6,31,635,631392
6,31,369,656175
1,31,0,0
1,31,1,1699
2,31,4,10200
3,31,41,153909
3,31,34,56960
4,31,94,373172
4,31,74,326985
4,31,162,596302
4,31,151,681307
6,31,363,1444780
6,31,821,7061648
5,31,333,1280664
1,31,0,0
2,31,1,2800
3,31,11,48144
4,31,48,332707
5,31,200,614426
6,31,768,3721019
1,31,4,8543
1,31,0,0
3,31,15,21500
1,31,4,9793
6,31,8,14710
2,31,5,7750
2,31,5,8400
3,31,24,29066
3,31,32,75949
4,31,63,149790
4,31,100,263214
3,31,32,65256
4,31,71,157565
6,31,555,2824258
1,31,6,13280
2,31,19,37946
1,31,4,5004
1,31,4,6000
2,31,13,32145
3,31,21,50210
1,31,8,23386
1,31,5,8600
2,31,19,30533
2,31,12,13357
3,31,15,37178
2,31,13,18939
3,31,20,48974
1,31,4,25850
2,31,4,3800
1,31,2,4000
3,31,52,135789
3,31,54,144646
1,31,3,5000
3,31,55,74433
3,31,24,53784
2,31,27,66331
2,31,35,79443
1,31,3,4920
1,31,2,5150
1,31,7,13660
1,31,2,3600
3,31,39,104265
1,31,3,8789
2,31,10,30806
3,31,34,139403
3,31,39,79347
1,31,5,12044
2,31,18,42333
2,31,21,45887
3,31,31,56252
1,31,3,4769
1,31,6,13900
2,31,16,31196
3,31,26,66985
2,31,11,29898
2,31,27,58251
5,31,233,628427
5,31,137,269858
1,31,5,7968
1,31,2,1900
1,31,10,14308
2,31,21,25154
2,31,6,10472
1,31,2,4356
1,31,6,17007
1,31,9,12954
3,31,13,34638
3,32,22,37938
3,31,20,35917
2,31,8,14811
3,31,10,24790
2,31,15,38897
2,31,7,10800
2,31,26,39893
3,31,27,77627
1,31,6,8661
1,31,2,2400
3,31,35,65267
2,31,28,39624
3,31,33,55199
1,31,2,4187
1,31,7,11644
2,31,5,5039
2,31,25,33394
2,31,13,41135
2,31,3,4333
1,31,8,6650
1,31,7,14520
1,31,7,12710
1,31,5,7300
2,31,17,20264
4,31,67,143222
2,31,9,16315
3,31,21,35874
2,31,9,13770
3,31,30,47895
1,31,4,7400
1,31,7,11260
1,31,5,14000
2,31,19,42126
1,31,5,9970
3,31,10,25225
3,31,34,76124
1,31,8,14951
1,31,10,15000
1,31,12,20942
2,31,15,51959
2,31,7,12213
1,31,10,20260
3,31,28,55154
3,31,29,72849
1,31,10,13500
2,31,13,20923
3,31,60,134490
3,31,26,49340
4,31,277,536164
1,31,11,17311
2,31,12,14600
2,31,9,20162
1,31,5,5493
3,31,19,39604
1,31,3,7725
5,31,248,519478
1,31,6,17810
1,31,5,7500
2,31,6,9500
3,31,12,24050
1,31,1,1100
2,31,8,27243
3,31,41,127110
5,31,119,263788
6,31,293,656744
2,31,25,76474
3,31,62,180591
3,31,14,35619
1,31,6,9200
2,31,7,8202
2,31,14,34794
3,31,31,36443
1,31,3,2650
3,31,33,96095
3,31,112,277392
3,31,25,71942
2,31,22,43805
1,31,7,15029
2,31,9,14468
2,31,17,31300
2,31,27,37148
1,31,3,3800
2,31,8,9618
2,31,11,18432
3,31,58,223369
4,31,172,734291
3,31,40,144277
2,31,11,22385
2,31,12,16626
3,31,51,112309
1,31,3,6300
1,31,1,1500
3,31,31,68827
1,31,7,7572
1,31,6,12350
2,31,12,104912
2,31,16,53700
3,31,24,76459
3,31,40,73765
2,31,12,24737
1,31,3,5977
1,31,5,12000
2,31,6,7530
3,31,30,44028
3,31,40,68885
3,31,42,51500
1,31,3,7500
2,31,3,4298
1,31,5,7816
2,31,6,14538
3,31,42,91710
2,31,6,14774
4,31,127,201936
5,31,192,334434
4,31,79,171038
3,31,29,51125
1,31,0,0
1,31,5,6450
2,31,0,0
2,31,23,40056
1,31,3,11141
2,31,6,10692
3,31,26,53218
1,31,4,4706
2,31,11,14490
1,31,6,7050
2,31,11,7500
2,31,7,11692
3,31,10,22484
5,31,353,796616
5,31,273,628264
4,31,205,356507
6,31,441,1056044
5,31,454,1174668
6,31,766,1868656
3,31,52,109526
4,31,179,357299
3,31,70,94660
3,31,71,121802
1,31,7,16194
1,31,6,10346
2,31,27,55316
3,31,53,105371
1,31,6,14466
1,31,6,9555
2,31,11,23962
3,31,47,231933
3,31,39,79935
3,31,92,479454
2,31,29,152283
1,31,5,15464
2,31,7,28000
1,31,5,14027
2,31,6,18033
3,31,31,89431
3,31,46,245228
3,31,29,144026
2,31,7,125599
1,31,4,10456
2,31,5,62342
4,31,61,265451
1,31,4,11870
2,31,7,26702
4,31,100,530581
1,31,7,9408
2,31,16,17070
2,31,7,7839
1,31,4,4000
1,31,7,8303
2,31,6,10032
2,31,10,11479
2,31,13,15388
2,31,11,15397
2,31,15,28250
2,31,15,17916
2,31,12,13917
2,31,13,17954
3,31,29,32889
3,31,37,43107
3,31,37,44845
3,31,31,39414
2,31,14,17516
2,31,18,17661
3,31,50,53645
1,31,2,3300
2,31,62,117381
1,31,4,18250
1,31,1,2300
2,31,31,58604
5,31,356,986295
2,31,18,14518
2,31,20,50180
1,31,3,4500
1,31,6,26388
2,31,1,700
1,31,1,1644
2,31,11,24000
2,31,12,16758
3,31,39,165348
2,31,17,35000
3,31,42,162544
4,31,82,416315
4,31,110,424536
1,31,0,0
2,31,5,10666
3,31,7,21895
4,31,32,124663
6,31,215,622968
1,31,2,2800
1,31,3,7608
2,31,6,12385
4,31,10,17476
4,31,16,34717
2,31,13,20606
1,31,2,2900
2,31,21,78024
5,31,259,1332588
1,31,5,6105
2,31,5,7790
2,31,9,16240
3,31,58,126904
3,31,45,147571
1,31,3,3767
3,31,60,146642
2,31,20,59674
3,31,58,114183
4,31,154,533066
3,31,27,65059
2,31,4,7204
1,31,4,4915
3,31,22,48887
2,31,25,33133
2,31,37,70651
1,31,4,5050
3,31,37,54250
2,31,12,32638
1,31,5,7070
1,31,5,5000
2,31,4,6116
2,31,13,14870
3,31,22,49279
4,31,87,289123
2,31,11,24110
2,31,25,79043
5,31,61,170496
1,31,5,14540
3,31,36,11216
3,31,67,140872
3,31,78,340968
4,31,158,353536
5,31,134,318425
5,31,402,1158630
4,31,189,425621
3,31,83,210375
2,31,14,26902
3,31,22,39328
4,31,117,237452
3,31,76,218222
5,31,315,1513029
2,31,7,21705
2,31,64,196804
3,31,61,135264
4,31,215,657325
5,31,98,474035
3,31,73,204404
1,31,9,21790
2,31,13,24316
3,31,31,61258
3,31,31,69687
1,31,6,9510
6,31,445,760029
1,31,8,16000
3,31,56,164939
4,31,129,250687
5,31,156,317287
2,31,25,58132
3,31,36,59803
3,31,34,57945
4,31,26,82177
6,31,3991,8711477
4,31,74,155005
1,31,91,249212
4,31,179,387909
5,31,160,442772
6,31,345,602487
2,31,18,46984
3,31,27,34128
4,31,222,747701
4,31,45,168518
4,31,103,310223
4,31,178,447984
2,31,26,52664
4,31,215,451107
4,31,61,116678
6,31,5594,29094815
4,31,163,272276
2,31,8,18232
2,31,9,17219
1,31,5,17954
3,31,39,96046
5,31,365,1469006
1,31,3,5400
2,31,37,42423
1,31,3,6300
3,31,13,33126
3,31,12,32232
2,31,28,39323
1,31,12,23687
2,31,20,14660
3,31,34,52607
4,31,235,445355
1,31,4,4000
2,31,13,72138
1,31,6,14899
3,31,94,475711
1,31,3,5625
1,31,3,12043
3,31,6,24191
3,31,22,124749
3,31,36,174763
2,31,6,28455
1,31,3,5272
1,31,5,8925
2,31,10,11020
2,31,10,20040
1,31,1,1100
2,31,3,4200
3,31,11,40241
1,31,7,13505
2,31,12,21505
3,31,66,175774
4,31,162,340252
2,31,18,33725
5,31,82,136289
1,31,4,7116
1,31,10,41580
4,31,136,328304
1,31,6,25350
1,31,8,18085
2,31,4,13420
2,31,4,17400
4,31,179,335068
5,31,72,206201
4,31,73,188412
6,31,465,1162705
3,31,15,24043
5,31,194,920221
1,31,6,12260
3,31,2,2080
3,31,2,4883
4,31,27,52560
5,31,42,76034
2,31,7,10296
3,31,30,105655
4,31,100,309742
3,31,78,168742
4,31,98,271530
5,31,345,1126629
1,31,3,3600
2,31,18,37070
4,31,107,233623
2,31,13,33622
5,31,278,872473
6,31,413,1336622
2,31,10,47017
2,31,6,15836
3,31,58,151096
1,31,10,18617
3,31,28,91496
1,31,11,22365
3,31,34,59623
1,31,4,7700
2,31,14,36024
3,31,27,99846
4,31,86,289818
1,31,9,21491
1,31,6,20750
1,31,2,3800
2,31,10,25308
2,31,8,25793
3,31,40,135726
1,31,5,10500
1,31,5,6700
2,31,4,7436
3,31,66,320665
4,31,54,139819
6,31,826,1817497
2,31,1,3500
1,31,8,20455
1,31,6,11450
2,31,10,15441
2,31,22,77509
2,31,10,15430
2,31,17,32240
3,31,67,176489
5,31,273,610387
4,31,36,73570
5,31,54,145691
1,31,7,16522
2,31,13,25098
3,31,35,70619
2,31,26,42629
6,31,742,2453016
1,31,8,15327
3,31,58,89175
3,31,71,256429
1,31,8,17518
2,31,14,21110
5,31,357,1154792
5,31,422,7321309
6,31,671,2478079
1,31,6,11500
2,31,20,45286
3,31,58,132353
1,31,5,9500
1,31,3,5775
2,31,27,126807
2,31,7,14186
3,31,26,79502
3,31,26,55809
1,31,5,12428
1,31,0,0
2,31,7,15740
3,31,41,63106
4,31,39,138604
4,31,80,159178
1,31,0,0
2,31,11,21697
3,31,13,28306
2,31,44,61055
3,31,63,86460
3,31,66,212408
4,31,113,65839
4,31,204,698087
4,31,111,72966
5,31,350,751917
1,31,2,4200
3,31,33,49264
3,31,26,45060
2,31,6,11237
4,31,12,19803
1,31,3,13566
1,31,7,24537
2,31,15,81922
4,31,48,253036
2,31,5,50073
2,31,8,28874
2,31,6,78314
3,31,45,288018
1,31,0,0
2,31,23,118159
3,31,26,129472
4,31,44,147856
2,31,17,47766
3,31,16,46902
1,31,16,20350
1,31,5,10275
2,31,5,9288
3,31,35,38926
2,31,9,10324
2,31,9,11527
2,31,11,18705
3,31,35,41758
3,31,52,59229
3,31,29,34387
4,31,117,151997
2,31,20,73809
1,31,7,27573
3,31,55,166814
4,31,215,832196
1,31,6,19800
2,31,21,39738
3,31,47,94179
4,31,103,360047
5,31,274,732411
1,31,4,15247
3,31,26,52747
2,31,10,28975
2,31,11,23889
4,31,129,576058
5,31,426,1378296
6,31,1085,4313577
1,31,10,8950
2,31,6,12000
3,31,41,38511
5,31,165,358860
1,31,0,0
1,31,0,0
2,31,2,6180
2,31,9,18732
3,31,22,38153
4,31,49,74760
3,31,26,112021
4,31,25,74476
1,31,0,0
3,31,15,30390
1,31,6,8600
2,31,7,15109
2,31,11,16333
3,31,9,14970
4,31,88,273806
6,31,654,3642676
1,31,6,11000
2,31,17,45253
3,31,38,130605
1,31,4,5751
2,31,5,9352
1,31,6,10103
2,31,14,22820
1,31,1,1000
6,31,553,2634150
3,31,35,395084
6,31,2200,23103126
6,31,539,947764
4,31,95,227497
2,31,5,14663
3,31,44,99380
2,31,9,31371
1,31,4,5460
3,31,46,87013
6,31,1135,7204404
4,31,163,613008
3,31,30,75855
4,31,161,1324577
2,31,33,99787
3,31,37,123699
3,31,35,123812
1,31,6,17780
3,31,49,120309
1,31,5,6625
2,31,25,62284
3,31,11,27637
4,31,94,254291
6,31,551,1150708
6,31,294,885546
6,31,462,886824
1,31,4,7400
1,31,5,6000
2,31,11,24189
2,31,3,5200
3,31,5,10077
2,31,11,12821
1,31,4,7200
2,31,9,30916
3,31,11,17796
1,31,3,4400
2,31,18,35014
3,31,57,129700
1,31,8,9090
2,31,19,42734
3,31,13,25047
1,31,9,45199
4,31,96,175251
2,31,25,55412
4,31,160,432321
1,31,4,5000
1,31,5,6400
1,31,8,9385
2,31,9,16400
3,31,32,60750
4,31,50,109855
5,31,418,1057896
1,31,5,10900
1,31,3,7900
2,31,11,39748
2,31,11,29586
3,31,78,163436
4,31,88,285994
1,31,4,7550
2,31,17,36354
3,31,48,126608
4,31,160,443942
1,31,4,12253
1,31,12,28600
3,31,25,72436
2,31,14,37317
3,31,11,40415
3,31,64,275922
4,31,135,308658
4,31,65,175183
6,31,5358,17048096
6,31,877,2163621
2,31,7,11219
2,31,6,12512
3,31,29,95044
1,31,2,3200
5,31,407,1131088
1,31,4,7150
1,31,18,47255
2,31,15,25794
2,31,8,18008
3,31,18,21601
3,31,14,22615
1,31,5,16160
1,31,7,11382
2,31,8,9819
2,31,13,20899
3,31,50,152931
4,31,283,1114634
6,31,581,2205498
3,31,50,143355
4,31,137,386833
1,31,12,19700
1,31,7,10100
2,31,7,7750
1,31,6,8580
2,31,11,20363
3,31,31,91440
4,31,288,960300
1,31,5,12116
1,31,5,6600
2,31,10,38504
3,31,37,83496
1,31,7,20339
1,31,9,17053
1,31,4,16153
2,31,12,20966
2,31,11,36027
3,31,31,91963
3,31,35,72938
1,31,5,16479
2,31,5,18641
3,31,15,47233
4,31,46,83604
5,31,182,620592
2,31,8,12326
1,31,0,0
1,31,4,3200
2,31,2,1800
2,31,5,8200
2,31,6,9400
3,31,15,42184
3,31,23,22906
3,31,47,99064
4,31,69,179249
1,31,17,20145
2,31,10,27750
2,31,20,71238
3,31,26,62125
3,31,31,59876
4,31,173,562940
4,31,147,102900
5,31,448,1107651
1,31,9,14858
1,31,6,16304
2,31,21,63275
2,31,15,35320
3,31,77,155805
3,31,35,72284
4,31,116,408318
6,31,700,2757805
6,31,540,941315
1,31,2,6138
1,31,4,8437
2,31,28,75047
2,31,19,43747
6,31,786,4845889
1,31,3,14793
1,31,2,7197
2,31,11,38286
3,31,26,72046
3,31,28,111893
1,31,8,54140
2,31,8,41080
1,31,3,5963
1,31,6,12775
2,31,19,28580
2,31,11,14682
2,31,7,8775
2,31,10,12669
2,31,13,16776
3,31,29,34985
3,31,52,53834
3,31,32,46093
4,31,142,145486
4,31,200,286967
6,31,877,3346224
6,31,1364,5432686
1,31,10,21528
2,31,15,19759
1,31,8,35650
2,31,12,25650
6,31,748,5072291
1,31,9,26519
2,31,28,74319
2,31,12,60032
3,31,44,127096
3,31,67,395137
4,31,132,534027
4,31,75,227615
5,31,498,4796455
1,31,3,4760
2,31,24,28183
3,31,40,68450
4,31,130,270521
6,31,872,4190134
1,31,5,7000
2,31,33,46470
2,31,8,13488
3,31,26,68716
1,31,0,0
1,31,0,0
2,31,2,4250
2,31,4,7828
2,31,0,0
3,31,29,125592
3,31,32,131156
4,31,191,1007251
1,31,0,0
2,31,2,12420
3,31,6,23099
6,31,374,1334279
2,31,10,21105
2,31,9,24148
4,31,48,151406
2,31,3,5610
3,31,32,98339
1,31,2,2300
1,31,2,2300
2,31,6,20191
3,31,47,85789
3,31,42,86126
3,31,32,95785
4,31,71,158832
1,31,7,10219
2,31,22,52483
1,31,5,6082
1,31,5,7663
2,31,28,90514
2,31,7,12255
1,31,5,5350
2,31,11,20072
2,31,24,59129
3,31,68,242815
1,31,1,990
2,31,11,17143
2,31,14,26843
2,31,10,26080
2,31,10,17020
4,31,111,186162
2,31,12,42587
2,31,16,38894
2,31,15,22354
6,31,453,1002133
3,31,51,101118
3,31,26,50703
4,31,102,201393
4,31,103,204092
4,31,24,68751
4,31,66,121848
2,31,27,55620
4,31,116,258953
4,31,120,255287
4,31,68,139150
1,31,6,15420
2,31,26,64488
4,31,120,408958
1,31,10,17000
2,31,7,11681
3,31,35,72403
4,31,88,256683
4,31,61,132286
1,31,5,10890
3,31,9,14725
1,31,5,9960
2,31,19,32923
2,31,16,47183
2,31,8,21835
3,31,50,160054
3,31,33,60340
3,31,51,121599
4,31,92,311967
4,31,130,208508
5,31,202,425469
1,31,6,14700
1,31,8,25050
2,31,18,43399
4,31,63,104964
4,31,86,179374
2,31,14,32566
4,31,107,195099
1,31,5,11868
1,31,6,21918
2,31,15,27439
3,31,45,91818
4,31,111,201629
4,31,88,179896
5,31,273,735799
1,31,7,13873
1,31,1,1195
1,31,7,25165
2,31,28,52379
2,31,5,7080
2,31,3,4532
3,31,50,122461
4,31,138,246093
4,31,91,326527
1,31,6,15808
2,31,12,25914
3,31,36,84722
3,31,20,35028
3,31,26,43278
4,31,75,203654
4,31,191,479947
5,31,152,343118
1,31,2,2433
2,31,13,31023
4,31,52,77066
6,31,156,306290
2,31,7,18793
3,31,28,45388
4,31,133,436988
3,31,103,203729
6,31,335,661618
1,31,4,8900
1,31,10,22509
2,31,24,50910
2,31,3,14850
3,31,18,36327
3,31,53,117329
3,31,63,116103
4,31,114,435122
4,31,161,346931
4,31,228,528858
5,31,337,567614
4,31,103,252169
1,31,6,16515
2,31,8,15244
3,31,37,76666
3,31,37,62051
4,31,158,285344
4,31,106,159815
4,31,131,482597
5,31,317,1478563
5,31,214,591121
1,31,4,6789
4,31,71,140992
4,31,240,482297
1,31,9,14650
2,31,6,8217
3,31,42,61971
3,31,22,37673
1,31,4,4900
2,31,11,19009
3,31,34,88174
2,31,12,30371
2,31,17,44867
1,31,1,3000
1,31,6,6750
2,31,9,25400
2,31,6,13824
1,31,4,9120
3,31,60,208940
1,31,5,8133
3,31,21,29339
4,31,83,107453
1,31,4,6320
1,31,2,2800
2,31,1,1400
3,31,24,25834
2,31,32,19200
5,31,384,199027
6,31,892,1653871
2,31,13,29130
1,31,3,8200
2,31,3,4640
1,31,5,5500
3,31,43,220744
1,31,5,26851
2,31,8,11625
2,31,8,48956
3,31,7,56642
1,31,6,11413
2,31,9,19744
2,31,4,9916
3,31,28,32188
3,31,32,32026
1,31,6,13400
1,31,9,14000
2,31,16,12803
4,31,187,193537
1,31,1,1791
1,31,1,1500
2,31,10,22238
2,31,11,43562
3,31,30,57561
4,31,55,223866
2,31,4,11090
2,31,3,8000
4,31,54,233525
1,31,0,0
2,31,9,12462
1,31,3,5023
4,31,60,129742
3,31,63,137248
4,31,116,830315
1,31,9,17286
2,31,15,26087
4,31,91,192852
1,31,1,1500
4,31,114,206390
4,31,101,205565
2,23,11,44948
2,23,13,35309
1,23,6,15278
1,23,2,2200
3,23,36,121846
4,23,97,150476
3,23,9,7389
2,23,15,28598
3,23,36,146063
2,23,26,81298
2,23,12,26318
4,23,178,312100
2,23,9,13461
1,23,7,16234
2,23,14,30642
2,23,20,37989
2,23,13,27301
2,23,11,23641
3,23,32,50669
3,23,53,115023
3,23,104,283355
4,23,67,145315
5,23,271,808889
4,23,124,214657
1,23,2,3180
5,23,382,2692839
1,23,8,8902
2,23,23,67760
3,23,33,95526
1,23,10,14907
2,23,12,16550
4,23,122,293187
1,23,2,4000
2,23,14,57833
5,23,231,695098
1,23,11,21847
1,23,5,8770
2,23,9,16925
2,23,16,25866
3,23,37,52933
3,23,58,146784
5,23,487,935572
1,23,6,8288
2,23,6,15950
1,23,7,9514
3,23,12,25150
5,23,247,503393
1,23,11,15562
1,23,6,7349
2,23,10,16249
2,23,8,9850
5,23,267,559529
5,23,479,1645023
5,23,409,768055
2,23,13,21730
4,23,48,114297
4,23,200,852250
1,23,4,6082
2,23,6,13455
3,23,32,49450
1,23,3,2950
2,23,9,17210
2,23,13,26298
1,23,3,6000
3,23,15,28345
3,23,45,90030
6,23,178,319660
1,23,7,20354
2,23,8,21109
2,23,17,29548
4,23,163,352580
1,23,5,9895
6,23,9894,38664906
2,23,32,51223
1,23,7,13400
2,23,3,2705
2,23,11,20507
3,23,27,48411
4,23,80,159185
4,23,156,386617
1,23,7,10337
2,23,20,37856
3,23,34,63375
4,23,173,575604
2,23,17,21700
1,23,24,42864
2,23,6,7250
3,23,51,415724
4,23,204,981848
2,23,13,33050
2,23,15,33147
3,23,40,152676
3,23,30,66794
4,23,72,145505
4,23,36,160958
1,23,7,12130
2,23,10,8760
1,23,0,0
3,23,10,15067
3,23,11,14312
2,23,19,14262
3,23,112,201577
3,23,97,65078
3,23,112,85365
3,23,162,99113
5,23,436,820489
2,23,16,33405
4,23,11,27107
1,23,5,17756
2,23,6,7200
2,23,12,35343
1,23,4,17621
2,23,6,31886
2,23,10,66228
3,23,20,96381
1,23,2,8712
3,23,35,129858
2,23,7,28488
1,23,6,5490
2,23,14,18225
2,23,11,20780
2,23,8,15172
2,23,8,12658
2,23,12,12466
3,23,80,101113
3,23,39,101390
3,23,35,110747
4,23,202,569194
1,23,5,16845
1,23,7,5800
6,23,781,2924882
1,23,0,0
2,23,1,2589
2,23,0,0
3,23,22,34600
2,23,2,5350
3,23,14,33667
1,23,4,4050
3,23,61,141436
1,23,1,1850
2,23,17,35200
3,23,30,63129
3,23,28,55456
4,23,217,1038551
1,23,5,6025
1,23,5,16688
1,23,8,9900
2,23,11,21922
1,23,14,58560
2,23,10,14220
3,23,43,69423
4,23,27,57699
1,23,3,9721
1,23,5,7750
1,23,5,11390
1,23,7,12000
1,23,6,23449
3,23,341,1737460
2,23,6,17200
1,32,5,8754
4,32,122,322309
1,32,3,7271
2,32,18,31171
1,32,4,7037
2,32,25,133612
3,31,76,352986
2,32,12,18234
1,31,3,2240
2,32,16,30812
2,32,15,28106
3,31,7,6300
4,32,105,243484
1,32,6,7700
2,32,12,27280
3,32,40,65273
1,32,5,16720
1,32,5,22550
1,32,4,4050
2,32,12,15772
1,32,4,7330
3,32,16,22727
1,31,1,1550
6,32,474,1630569
1,32,7,10040
4,32,44,176863
6,32,247,923107
1,32,0,0
3,32,26,57113
3,32,56,151878
2,31,15,24470
1,32,2,3344
2,32,19,31740
1,31,5,6192
2,31,9,15441
3,31,65,127298
3,31,86,185914
3,31,90,186630
4,31,248,634504
4,31,189,491143
4,31,104,222629
6,31,1147,3151448
6,31,611,1751446
6,31,1125,4259523
1,31,5,17582
1,31,2,2500
1,31,9,17900
3,31,67,313520
6,31,515,1469545
3,31,35,95604
1,31,4,3360
3,31,81,191085
1,31,3,7100
1,31,5,8305
3,31,37,18364
1,31,4,29607
2,31,7,24853
2,31,10,84857
2,31,17,18965
2,31,5,5909
1,31,4,3800
2,31,8,17478
2,31,9,27062
2,32,25,44388
3,32,56,122167
2,32,16,37305
2,32,8,18689
3,32,34,80280
3,32,65,199755
5,32,322,2453363
1,32,6,14000
3,32,30,81823
1,32,6,12600
3,32,85,149510
3,32,48,181436
4,32,139,380230
2,32,13,6260
6,32,325,493973
5,32,345,959545
6,32,2042,6814373
2,32,25,47760
3,32,25,43750
3,32,58,268287
4,32,81,289895
1,32,13,19500
2,32,5,11500
1,32,5,10576
1,32,5,7532
3,32,12,20888
2,32,14,26475
5,32,332,1706861
6,32,420,2065555
2,32,16,38502
1,32,4,9224
4,32,135,382507
2,32,13,23730
4,32,201,869448
3,32,38,133543
1,32,9,12890
2,32,18,36000
1,32,6,16230
2,32,14,15630
1,32,5,4550
1,32,2,3969
2,32,18,25173
2,32,11,19387
1,32,2,3100
3,32,39,91598
2,32,10,9300
3,32,28,58207
3,32,32,46804
3,32,31,103837
5,32,207,621937
1,32,1,850
3,32,37,56534
1,32,2,4088
4,32,169,252402
3,32,29,87036
3,32,67,142659
3,32,42,97174
2,32,10,11487
3,32,35,164033
2,32,0,0
3,32,38,122992
1,32,4,14740
1,32,9,22192
1,32,3,10902
1,32,5,17853
1,32,5,4916
2,32,15,18120
1,32,1,900
4,32,88,220859
2,32,17,61794
5,32,129,607011
4,32,57,135224
1,32,4,4600
4,32,96,346954
1,32,5,7960
3,32,37,104580
2,32,10,16963
2,32,10,18249
2,32,11,16437
3,32,29,41359
4,32,91,310743
2,32,10,16719
2,32,2,3500
4,32,148,253043
3,32,25,44356
2,32,7,13270
1,32,3,5086
2,32,19,38196
5,32,292,1178768
1,32,2,3750
3,32,28,69440
4,32,49,199884
3,32,62,113132
4,32,134,338588
2,32,12,26795
4,32,69,67820
2,32,31,52639
4,32,93,442267
3,32,27,45935
3,32,44,109309
2,32,18,33690
1,32,4,4700
3,32,49,59841
3,32,12,33667
3,32,9,19869
3,32,45,103532
2,32,6,16808
1,32,5,15207
2,32,7,6035
2,32,4,25003
1,32,1,5780
2,34,6,12156
3,32,25,64942
4,32,95,388483
2,32,9,10057
1,32,12,14953
2,32,10,10720
2,32,9,37830
