SIZES,CITY,jong,totwage,allocate,weight
1,11,10,20856,94,15.7226
1,11,31,55929,94,15.7226
1,11,5,11385,94,15.7226
1,11,10,23084,94,15.7226
1,11,6,12792,94,15.7226
1,11,9,19061,94,15.7226
1,11,14,27222,94,15.7226
1,11,14,23625,94,15.7226
1,11,19,52144,94,15.7226
1,11,10,20065,94,15.7226
1,11,28,67837,94,15.7226
1,11,4,12781,94,15.7226
1,11,33,130387,94,15.7226
1,11,7,16583,94,15.7226
1,11,4,5900,94,15.7226
1,11,46,105860,94,15.7226
1,11,7,6300,94,15.7226
1,11,19,36309,94,15.7226
1,11,28,69812,94,15.7226
1,11,40,138248,94,15.7226
1,11,14,42623,94,15.7226
1,11,3,9867,94,15.7226
1,11,9,19083,94,15.7226
1,11,39,129876,94,15.7226
1,11,15,37658,94,15.7226
1,11,25,80520,94,15.7226
1,11,4,6274,94,15.7226
1,11,8,9515,94,15.7226
1,11,5,6474,94,15.7226
1,11,76,424468,94,15.7226
1,11,8,11870,94,15.7226
1,11,22,90029,94,15.7226
1,11,8,10186,94,15.7226
1,11,10,18874,94,15.7226
1,11,37,126442,94,15.7226
1,11,6,10340,94,15.7226
1,11,5,9938,94,15.7226
1,11,32,74375,94,15.7226
1,11,2,4800,94,15.7226
1,11,19,42610,94,15.7226
1,11,3,5890,94,15.7226
1,11,9,22700,94,15.7226
1,11,8,21000,94,15.7226
1,11,13,39412,94,15.7226
1,11,5,14090,94,15.7226
1,11,100,332210,94,15.7226
1,11,51,108203,94,15.7226
1,11,68,142314,94,15.7226
1,11,4,6550,94,15.7226
1,11,10,8900,94,15.7226
1,11,17,39555,94,15.7226
1,11,40,91297,94,15.7226
1,11,62,158420,94,15.7226
1,11,4,8100,94,15.7226
1,11,2,2100,94,15.7226
1,11,8,16206,94,15.7226
1,11,16,19900,94,15.7226
1,11,20,23145,94,15.7226
1,11,14,23061,94,15.7226
1,11,31,49234,94,15.7226
1,11,18,29701,94,15.7226
1,11,57,101471,94,15.7226
1,11,3,9815,94,15.7226
1,11,10,28711,94,15.7226
1,11,18,40387,94,15.7226
1,11,4,10303,94,15.7226
1,11,4,26104,94,15.7226
1,11,18,30126,94,15.7226
1,11,10,52222,94,15.7226
1,11,19,62418,94,15.7226
1,11,5,13705,94,15.7226
1,11,5,19440,94,15.7226
1,11,7,45474,94,15.7226
1,11,9,48276,94,15.7226
1,11,7,20512,94,15.7226
1,11,6,134514,94,15.7226
1,11,9,40436,94,15.7226
1,11,37,182084,94,15.7226
1,11,6,7253,94,15.7226
1,11,8,13312,94,15.7226
1,11,15,23968,94,15.7226
1,11,5,6897,94,15.7226
1,11,12,14218,94,15.7226
1,11,13,23363,94,15.7226
1,11,55,59326,94,15.7226
1,11,31,35454,94,15.7226
1,11,9,29209,94,15.7226
1,11,8,25500,94,15.7226
1,11,4,8440,94,15.7226
1,11,10,32457,94,15.7226
1,11,8,26063,94,15.7226
1,11,34,72530,94,15.7226
1,11,38,78319,94,15.7226
1,11,38,83181,94,15.7226
1,11,26,55016,94,15.7226
1,11,7,22691,94,15.7226
1,11,25,92697,94,15.7226
1,11,76,283412,94,15.7226
1,11,2,4600,94,15.7226
1,11,5,18373,94,15.7226
1,11,19,64269,94,15.7226
1,11,40,32911,94,15.7226
1,11,6,12300,94,15.7226
1,11,15,21567,94,15.7226
1,11,22,32132,94,15.7226
1,11,3,2100,94,15.7226
1,11,0,0,94,15.7226
1,11,1,1836,94,15.7226
1,11,0,0,94,15.7226
1,11,0,0,94,15.7226
1,11,12,24113,94,15.7226
1,11,0,0,94,15.7226
1,11,75,357364,94,15.7226
1,11,0,0,94,15.7226
1,11,22,102193,94,15.7226
1,11,0,0,94,15.7226
1,11,7,19586,94,15.7226
1,11,9,18444,94,15.7226
1,11,17,47734,94,15.7226
1,11,33,80277,94,15.7226
1,11,5,7672,94,15.7226
1,11,5,9815,94,15.7226
1,11,14,25330,94,15.7226
1,11,15,27529,94,15.7226
1,11,17,32723,94,15.7226
1,11,10,16670,94,15.7226
1,11,8,11734,94,15.7226
1,11,3,4450,94,15.7226
1,11,6,16835,94,15.7226
1,11,12,37222,94,15.7226
1,11,36,189137,94,15.7226
1,11,5,11850,94,15.7226
1,11,15,22500,94,15.7226
1,11,6,16228,94,15.7226
1,11,10,14637,94,15.7226
1,11,11,41135,94,15.7226
1,11,1,714,94,15.7226
1,11,3,54380,94,15.7226
1,11,24,81949,94,15.7226
1,11,47,76399,94,15.7226
1,11,45,135686,94,15.7226
1,11,41,116272,94,15.7226
1,11,22,86771,94,15.7226
1,11,44,143533,94,15.7226
1,11,7,17814,94,15.7226
1,11,27,103961,94,15.7226
1,11,18,46004,94,15.7226
1,11,4,8286,94,15.7226
1,11,7,12769,94,15.7226
1,11,5,16161,94,15.7226
1,11,4,9180,94,15.7226
1,11,15,37000,94,15.7226
1,11,8,17680,94,15.7226
1,11,18,37948,94,15.7226
1,11,22,74700,94,15.7226
1,11,3,5150,94,15.7226
1,11,11,28264,94,15.7226
1,11,13,29012,94,15.7226
1,11,16,46990,94,15.7226
1,11,2,3820,94,15.7226
1,11,2,5100,94,15.7226
1,11,4,4550,94,15.7226
1,11,51,145127,94,15.7226
1,11,7,18090,94,15.7226
1,11,4,13580,94,15.7226
1,11,8,22620,94,15.7226
1,11,18,37180,94,15.7226
1,11,9,9300,94,15.7226
1,11,0,0,94,15.7226
1,11,3,6897,94,15.7226
1,11,8,18800,94,15.7226
1,11,13,24480,94,15.7226
1,11,40,101597,94,15.7226
1,11,20,41400,94,15.7226
1,11,54,112970,94,15.7226
1,11,7,9976,94,15.7226
1,11,31,97934,94,15.7226
1,11,20,61319,94,15.7226
1,11,11,31553,94,15.7226
1,11,10,20290,94,15.7226
1,11,4,4844,94,15.7226
1,11,27,65433,94,15.7226
1,11,4,5502,94,15.7226
1,11,4,7536,94,15.7226
1,11,15,22868,94,15.7226
1,11,8,10500,94,15.7226
1,11,9,14676,94,15.7226
1,11,18,29105,94,15.7226
1,11,13,18868,94,15.7226
1,11,81,172400,94,15.7226
1,11,12,19101,94,15.7226
1,11,28,225170,94,15.7226
1,11,44,293318,94,15.7226
1,11,5,11356,94,15.7226
1,11,11,26870,94,15.7226
1,11,3,5780,94,15.7226
1,11,6,11998,94,15.7226
1,11,2,5000,94,15.7226
1,11,7,34984,94,15.7226
1,11,15,33047,94,15.7226
1,11,9,22574,94,15.7226
1,11,7,15528,94,15.7226
1,11,32,57491,94,15.7226
1,11,84,338707,94,15.7226
1,11,52,134806,94,15.7226
1,11,10,29779,94,15.7226
1,11,45,221443,94,15.7226
1,11,21,41727,94,15.7226
1,11,9,22140,94,15.7226
1,11,3,3500,94,15.7226
1,11,3,6905,94,15.7226
1,11,3,4500,94,15.7226
1,11,29,66493,94,15.7226
1,11,17,31093,94,15.7226
1,11,8,9000,94,15.7226
1,11,0,0,94,15.7226
1,11,2,2000,94,15.7226
1,11,5,9566,94,15.7226
1,11,2,3750,94,15.7226
1,11,14,10323,94,15.7226
1,11,20,27600,94,15.7226
1,11,1,1700,94,15.7226
1,11,10,23355,94,15.7226
1,11,19,13115,94,15.7226
1,11,9,19046,94,15.7226
1,11,7,29529,94,15.7226
1,11,33,64316,94,15.7226
1,11,7,13239,94,15.7226
1,11,3,7628,94,15.7226
1,11,2,7900,94,15.7226
1,11,5,7500,94,15.7226
1,11,22,100413,94,15.7226
1,11,8,18750,94,15.7226
1,11,4,9450,94,15.7226
1,11,5,12712,94,15.7226
1,11,3,10400,94,15.7226
1,11,4,13160,94,15.7226
1,11,47,88809,94,15.7226
1,11,12,29019,94,15.7226
1,11,2,6113,94,15.7226
1,11,34,105782,94,15.7226
1,11,18,93089,94,15.7226
1,11,22,58005,94,15.7226
1,11,19,58270,94,15.7226
1,11,16,26565,94,15.7226
1,11,13,36047,94,15.7226
1,11,6,4200,94,15.7226
1,11,27,68221,94,15.7226
1,11,30,98960,94,15.7226
1,11,11,46052,94,15.7226
1,11,44,66853,94,15.7226
1,11,8,14806,94,15.7226
1,11,6,14998,94,15.7226
1,11,7,21262,94,15.7226
1,11,11,18563,94,15.7226
1,11,11,29605,94,15.7226
1,11,4,11080,94,15.7226
1,11,36,118037,94,15.7226
1,11,1,5791,94,15.7226
1,11,5,12755,94,15.7226
1,11,6,22254,94,15.7226
1,11,9,20092,94,15.7226
1,11,62,154213,94,15.7226
1,11,7,11766,94,15.7226
1,11,12,21815,94,15.7226
1,11,18,21683,94,15.7226
1,11,16,25998,94,15.7226
1,11,7,13127,94,15.7226
1,11,40,58370,94,15.7226
1,11,39,40494,94,15.7226
1,11,20,29106,94,15.7226
1,11,18,23233,94,15.7226
1,11,13,13927,94,15.7226
1,11,84,312579,94,15.7226
1,11,7,8200,94,15.7226
1,11,7,17376,94,15.7226
1,11,9,19920,94,15.7226
1,11,37,197008,94,15.7226
1,11,11,29300,94,15.7226
1,11,13,14650,94,15.7226
1,11,39,104292,94,15.7226
1,11,2,3640,94,15.7226
1,11,18,41624,94,15.7226
1,11,44,102472,94,15.7226
1,11,89,239218,94,15.7226
1,11,3,2100,94,15.7226
1,11,12,40846,94,15.7226
1,11,12,14139,94,15.7226
1,11,17,41657,94,15.7226
1,11,3,10218,94,15.7226
1,11,39,85164,94,15.7226
1,11,36,47675,94,15.7226
1,11,0,0,94,15.7226
1,11,1,1100,94,15.7226
1,11,4,11182,94,15.7226
1,11,3,4350,94,15.7226
1,11,31,182140,94,15.7226
1,11,35,165410,94,15.7226
1,11,12,27050,94,15.7226
1,11,2,4650,94,15.7226
1,11,2,2633,94,15.7226
1,11,10,32077,94,15.7226
1,11,4,8873,94,15.7226
1,11,3,8700,94,15.7226
1,11,6,18000,94,15.7226
1,11,5,6500,94,15.7226
1,11,22,91010,94,15.7226
1,11,4,4600,94,15.7226
1,11,2,2700,94,15.7226
1,11,7,10767,94,15.7226
1,11,18,37800,94,15.7226
1,11,22,50727,94,15.7226
1,11,3,7559,94,15.7226
1,11,11,33966,94,15.7226
1,11,4,14228,94,15.7226
1,11,45,63982,94,15.7226
1,11,3,12738,94,15.7226
1,11,14,51953,94,15.7226
1,11,8,12040,94,15.7226
1,11,11,26533,94,15.7226
1,11,32,51335,94,15.7226
1,11,1,5833,94,15.7226
1,11,0,0,94,15.7226
1,11,10,16700,94,15.7226
1,11,0,0,94,15.7226
1,11,9,17824,94,15.7226
1,11,32,423532,94,15.7226
1,11,6,17579,94,15.7226
1,11,58,137818,94,15.7226
1,11,8,21879,94,15.7226
1,11,22,114885,94,15.7226
1,11,11,191056,94,15.7226
1,11,13,38602,94,15.7226
1,11,5,16650,94,15.7226
1,11,3,3333,94,15.7226
1,11,26,71784,94,15.7226
1,11,3,8865,94,15.7226
1,11,71,237027,94,15.7226
1,11,32,95521,94,15.7226
1,11,4,6400,94,15.7226
1,11,13,34789,94,15.7226
1,11,19,61951,94,15.7226
1,11,4,12020,94,15.7226
1,11,22,90049,94,15.7226
1,11,4,10093,94,15.7226
1,11,13,36051,94,15.7226
1,11,17,48093,94,15.7226
1,11,23,38847,94,15.7226
1,11,15,50644,94,15.7226
1,11,36,127494,94,15.7226
1,11,4,9635,94,15.7226
1,11,43,133156,94,15.7226
1,11,41,144025,94,15.7226
1,11,9,20023,94,15.7226
1,11,5,10100,94,15.7226
1,11,6,14047,94,15.7226
1,11,20,47620,94,15.7226
1,11,12,23748,94,15.7226
1,11,29,68759,94,15.7226
1,11,40,77012,94,15.7226
1,11,71,259275,94,15.7226
1,11,6,20854,94,15.7226
1,11,5,11000,94,15.7226
1,11,66,127787,94,15.7226
1,11,38,167946,94,15.7226
1,11,59,160053,94,15.7226
1,11,36,61731,94,15.7226
1,11,20,85045,94,15.7226
1,11,19,89298,94,15.7226
1,11,25,86373,94,15.7226
1,11,7,17171,94,15.7226
1,11,23,67032,94,15.7226
1,11,90,508438,94,15.7226
1,11,50,156794,94,15.7226
1,11,32,114120,94,15.7226
1,11,11,22369,94,15.7226
1,11,89,250616,94,15.7226
1,11,8,38082,94,15.7226
1,11,9,28644,94,15.7226
1,11,6,11900,94,15.7226
1,11,7,22970,94,15.7226
1,11,0,0,94,15.7226
1,11,19,64351,94,15.7226
1,11,24,93025,94,15.7226
1,11,15,50151,94,15.7226
1,11,20,41326,94,15.7226
1,11,14,53195,94,15.7226
1,11,23,47647,94,15.7226
1,11,7,10380,94,15.7226
1,11,4,27222,94,15.7226
1,11,10,34187,94,15.7226
1,11,32,108948,94,15.7226
1,11,29,80849,94,15.7226
1,11,54,413491,94,15.7226
1,11,12,38041,94,15.7226
1,11,34,157318,94,15.7226
1,11,16,83387,94,15.7226
1,11,44,94114,94,15.7226
1,11,35,99790,94,15.7226
1,11,24,99134,94,15.7226
1,11,29,56278,94,15.7226
1,11,58,136795,94,15.7226
1,11,27,79942,94,15.7226
1,11,30,104097,94,15.7226
1,11,33,126404,94,15.7226
1,11,38,468568,94,15.7226
1,11,24,85947,94,15.7226
1,11,24,89618,94,15.7226
1,11,42,91485,94,15.7226
1,11,15,33053,94,15.7226
1,11,18,74550,94,15.7226
1,11,0,0,94,15.7226
1,11,12,20829,94,15.7226
1,11,4,8521,94,15.7226
1,11,2,6410,94,15.7226
1,11,27,66472,94,15.7226
1,11,7,32936,94,15.7226
1,11,49,136035,94,15.7226
1,11,3,15075,94,15.7226
1,11,15,147779,94,15.7226
1,11,62,153426,94,15.7226
1,11,51,216397,94,15.7226
1,11,14,33465,94,15.7226
1,11,5,13200,94,15.7226
1,11,2,3858,94,15.7226
1,11,5,6300,94,15.7226
1,11,5,10400,94,15.7226
1,11,22,60348,94,15.7226
1,11,1,1501,94,15.7226
1,11,25,58508,94,15.7226
1,11,3,7410,94,15.7226
1,11,10,18870,94,15.7226
1,11,10,13557,94,15.7226
1,11,27,58178,94,15.7226
1,11,9,7550,94,15.7226
1,11,31,59041,94,15.7226
1,11,35,100549,94,15.7226
1,11,40,85492,94,15.7226
1,11,4,9445,94,15.7226
1,11,13,25324,94,15.7226
1,11,27,55709,94,15.7226
1,11,20,43437,94,15.7226
1,11,23,70563,94,15.7226
1,11,27,50907,94,15.7226
1,11,103,317123,94,15.7226
1,11,8,15082,94,15.7226
1,11,11,44511,94,15.7226
1,11,7,43693,94,15.7226
1,11,17,71650,94,15.7226
1,11,13,45189,94,15.7226
1,11,2,7100,94,15.7226
1,11,6,41763,94,15.7226
1,11,3,6750,94,15.7226
1,11,6,22408,94,15.7226
1,11,6,15763,94,15.7226
1,11,6,17019,94,15.7226
1,11,19,39572,94,15.7226
1,11,29,98832,94,15.7226
1,11,22,73027,94,15.7226
1,11,12,44665,94,15.7226
1,11,8,29291,94,15.7226
1,11,13,44109,94,15.7226
1,11,61,180890,94,15.7226
1,11,9,188634,94,15.7226
1,11,14,61506,94,15.7226
1,11,66,432439,94,15.7226
1,11,11,85605,94,15.7226
1,11,56,350863,94,15.7226
1,11,95,689377,94,15.7226
1,11,4,53905,94,15.7226
1,11,1,3000,94,15.7226
1,11,6,82556,94,15.7226
1,11,6,45000,94,15.7226
1,11,2,15157,94,15.7226
1,11,6,31670,94,15.7226
1,11,75,532603,94,15.7226
1,11,7,29452,94,15.7226
1,11,4,5660,94,15.7226
1,11,5,5910,94,15.7226
1,11,3,7600,94,15.7226
1,11,5,13658,94,15.7226
1,11,7,13875,94,15.7226
1,11,6,8017,94,15.7226
1,11,19,125987,94,15.7226
1,11,7,12491,94,15.7226
1,11,7,19840,94,15.7226
1,11,24,31723,94,15.7226
1,11,92,149579,94,15.7226
1,11,31,39616,94,15.7226
1,11,57,70871,94,15.7226
1,11,26,40935,94,15.7226
1,11,34,146851,94,15.7226
1,11,64,190876,94,15.7226
1,11,60,249924,94,15.7226
1,11,7,22263,94,15.7226
1,11,4,8550,94,15.7226
1,11,8,15223,94,15.7226
1,11,13,21829,94,15.7226
1,11,6,15761,94,15.7226
1,11,49,89429,94,15.7226
1,11,11,23733,94,15.7226
1,11,22,59150,94,15.7226
1,11,10,27035,94,15.7226
1,11,75,284573,94,15.7226
1,11,15,41969,94,15.7226
1,11,5,12600,94,15.7226
1,11,23,50638,94,15.7226
1,11,6,6307,94,15.7226
1,11,4,11196,94,15.7226
1,11,9,26475,94,15.7226
1,11,8,32800,94,15.7226
1,11,36,78889,94,15.7226
1,11,18,145677,94,15.7226
1,11,16,47340,94,15.7226
1,11,7,12666,94,15.7226
1,11,4,15375,94,15.7226
1,11,44,113057,94,15.7226
1,11,14,37381,94,15.7226
1,11,7,20746,94,15.7226
1,11,19,56018,94,15.7226
1,11,31,80256,94,15.7226
1,11,21,63965,94,15.7226
1,11,57,154795,94,15.7226
1,11,27,85320,94,15.7226
1,11,44,121773,94,15.7226
1,11,32,188597,94,15.7226
1,11,49,204431,94,15.7226
1,11,32,86954,94,15.7226
1,11,36,182326,94,15.7226
1,11,6,34000,94,15.7226
1,11,11,22951,94,15.7226
1,11,73,340535,94,15.7226
1,11,5,19833,94,15.7226
1,11,2,5981,94,15.7226
1,11,8,21599,94,15.7226
1,11,2,6266,94,15.7226
1,11,8,23300,94,15.7226
1,11,7,9500,94,15.7226
1,11,5,14510,94,15.7226
1,11,10,33005,94,15.7226
1,11,8,47237,94,15.7226
1,11,6,10377,94,15.7226
1,11,19,96968,94,15.7226
1,11,14,35802,94,15.7226
1,11,12,19326,94,15.7226
1,11,7,27688,94,15.7226
1,11,16,47200,94,15.7226
1,11,6,26447,94,15.7226
1,11,28,41825,94,15.7226
1,11,43,100206,94,15.7226
1,11,14,57622,94,15.7226
1,11,22,60418,94,15.7226
1,11,32,72804,94,15.7226
1,11,60,424695,94,15.7226
1,11,85,5336389,94,15.7226
1,11,27,72966,94,15.7226
1,11,54,299226,94,15.7226
1,11,35,89827,94,15.7226
1,11,26,76188,94,15.7226
1,11,26,55825,94,15.7226
1,11,50,262899,94,15.7226
1,11,10,65820,94,15.7226
1,11,10,16500,94,15.7226
1,11,15,13454,94,15.7226
1,11,10,17008,94,15.7226
1,11,4,5671,94,15.7226
1,11,22,64133,94,15.7226
1,11,12,26353,94,15.7226
1,11,2,3833,94,15.7226
1,11,30,161213,94,15.7226
1,11,48,213625,94,15.7226
1,11,48,164297,94,15.7226
1,11,7,23463,94,15.7226
1,11,37,53660,94,15.7226
1,11,2,13600,94,15.7226
1,11,8,17600,94,15.7226
1,11,104,413433,94,15.7226
1,11,5,8400,94,15.7226
1,11,3,6500,94,15.7226
1,11,9,35850,94,15.7226
1,11,5,9509,94,15.7226
1,11,3,6100,94,15.7226
1,11,6,11314,94,15.7226
1,11,6,17751,94,15.7226
1,11,11,39300,94,15.7226
1,11,8,17933,94,15.7226
1,11,8,28740,94,15.7226
1,11,9,36918,94,15.7226
1,11,11,36866,94,15.7226
1,11,16,45054,94,15.7226
1,11,23,110050,94,15.7226
1,11,55,186123,94,15.7226
1,11,31,183756,94,15.7226
1,11,7,15800,94,15.7226
1,11,6,7900,94,15.7226
1,11,10,26087,94,15.7226
1,11,32,161631,94,15.7226
1,11,16,69225,94,15.7226
1,11,29,67428,94,15.7226
1,11,12,23534,94,15.7226
1,11,5,9900,94,15.7226
1,11,5,5890,94,15.7226
1,11,2,5700,94,15.7226
1,11,11,21450,94,15.7226
1,11,7,27817,94,15.7226
1,11,6,14055,94,15.7226
1,11,47,169007,94,15.7226
1,21,12,19945,55,9.2872
1,21,12,19000,55,9.2872
1,21,2,3823,55,9.2872
1,21,5,5700,55,9.2872
1,21,2,5332,55,9.2872
1,21,1,1240,55,9.2872
1,21,10,26034,55,9.2872
1,21,1,1400,55,9.2872
1,21,10,16400,55,9.2872
1,21,1,1300,55,9.2872
1,21,8,14298,55,9.2872
1,21,2,1700,55,9.2872
1,21,3,4751,55,9.2872
1,21,16,26019,55,9.2872
1,21,14,20324,55,9.2872
1,21,23,38491,55,9.2872
1,21,50,125810,55,9.2872
1,21,4,4610,55,9.2872
1,21,11,17890,55,9.2872
1,21,38,87992,55,9.2872
1,21,49,87406,55,9.2872
1,21,4,5000,55,9.2872
1,21,25,34848,55,9.2872
1,21,5,8700,55,9.2872
1,21,15,20615,55,9.2872
1,21,80,180710,55,9.2872
1,21,3,2338,55,9.2872
1,21,28,50175,55,9.2872
1,21,7,11300,55,9.2872
1,21,14,22330,55,9.2872
1,21,11,10489,55,9.2872
1,21,5,26355,55,9.2872
1,21,30,61791,55,9.2872
1,21,25,65592,55,9.2872
1,21,3,4100,55,9.2872
1,21,6,7920,55,9.2872
1,21,48,131116,55,9.2872
1,21,4,8650,55,9.2872
1,21,10,14106,55,9.2872
1,21,16,40864,55,9.2872
1,21,26,59950,55,9.2872
1,21,69,101575,55,9.2872
1,21,16,20752,55,9.2872
1,21,15,49386,55,9.2872
1,21,6,10350,55,9.2872
1,21,2,2450,55,9.2872
1,21,7,16858,55,9.2872
1,21,3,3500,55,9.2872
1,21,4,28388,55,9.2872
1,21,25,40096,55,9.2872
1,21,21,70304,55,9.2872
1,21,53,127559,55,9.2872
1,21,13,27132,55,9.2872
1,21,54,243106,55,9.2872
1,21,7,13202,55,9.2872
1,21,12,39580,55,9.2872
1,21,28,63085,55,9.2872
1,21,3,4000,55,9.2872
1,21,2,3675,55,9.2872
1,21,7,6100,55,9.2872
1,21,8,9100,55,9.2872
1,21,16,20900,55,9.2872
1,21,22,33803,55,9.2872
1,21,28,39679,55,9.2872
1,21,19,30900,55,9.2872
1,21,4,4400,55,9.2872
1,21,4,6040,55,9.2872
1,21,5,7583,55,9.2872
1,21,26,41126,55,9.2872
1,21,51,88436,55,9.2872
1,21,24,27014,55,9.2872
1,21,45,128159,55,9.2872
1,21,3,2900,55,9.2872
1,21,9,12149,55,9.2872
1,21,4,19890,55,9.2872
1,21,4,7310,55,9.2872
1,21,15,29806,55,9.2872
1,21,16,30303,55,9.2872
1,21,12,24834,55,9.2872
1,21,9,11250,55,9.2872
1,21,39,88938,55,9.2872
1,21,7,7631,55,9.2872
1,21,7,12675,55,9.2872
1,21,7,26848,55,9.2872
1,21,11,36447,55,9.2872
1,21,9,53640,55,9.2872
1,21,3,11360,55,9.2872
1,21,15,33620,55,9.2872
1,21,6,17009,55,9.2872
1,21,5,15969,55,9.2872
1,21,6,28066,55,9.2872
1,21,8,22925,55,9.2872
1,21,4,12034,55,9.2872
1,21,11,45600,55,9.2872
1,21,14,20970,55,9.2872
1,21,4,12200,55,9.2872
1,21,14,26923,55,9.2872
1,21,20,69150,55,9.2872
1,21,19,46085,55,9.2872
1,21,43,52811,55,9.2872
1,21,11,26879,55,9.2872
1,21,13,22820,55,9.2872
1,21,2,3180,55,9.2872
1,21,4,20801,55,9.2872
1,21,6,12100,55,9.2872
1,21,6,12050,55,9.2872
1,21,4,7500,55,9.2872
1,21,7,12838,55,9.2872
1,21,3,3500,55,9.2872
1,21,2,1850,55,9.2872
1,21,5,12050,55,9.2872
1,21,11,22326,55,9.2872
1,21,3,3820,55,9.2872
1,21,5,8050,55,9.2872
1,21,6,6504,55,9.2872
1,21,11,22083,55,9.2872
1,21,22,49575,55,9.2872
1,21,4,8556,55,9.2872
1,21,5,8750,55,9.2872
1,21,38,58330,55,9.2872
1,21,3,8132,55,9.2872
1,21,5,17573,55,9.2872
1,21,8,14038,55,9.2872
1,21,37,71671,55,9.2872
1,21,46,117495,55,9.2872
1,21,30,64227,55,9.2872
1,21,18,22590,55,9.2872
1,21,43,126410,55,9.2872
1,21,26,62260,55,9.2872
1,21,5,12200,55,9.2872
1,21,18,85111,55,9.2872
1,21,4,10841,55,9.2872
1,21,4,7125,55,9.2872
1,21,5,4131,55,9.2872
1,21,3,7150,55,9.2872
1,21,18,51862,55,9.2872
1,21,4,8955,55,9.2872
1,21,2,1800,55,9.2872
1,21,5,16252,55,9.2872
1,21,4,18344,55,9.2872
1,21,6,17311,55,9.2872
1,21,10,60586,55,9.2872
1,21,12,41517,55,9.2872
1,21,33,83440,55,9.2872
1,21,8,31040,55,9.2872
1,21,24,141661,55,9.2872
1,21,29,167379,55,9.2872
1,21,10,45339,55,9.2872
1,21,8,7643,55,9.2872
1,21,3,2970,55,9.2872
1,21,3,3360,55,9.2872
1,21,5,4859,55,9.2872
1,21,15,13290,55,9.2872
1,21,8,8079,55,9.2872
1,21,8,14133,55,9.2872
1,21,21,27429,55,9.2872
1,21,14,26524,55,9.2872
1,21,13,14235,55,9.2872
1,21,49,49013,55,9.2872
1,21,19,24821,55,9.2872
1,21,2,1650,55,9.2872
1,21,22,37552,55,9.2872
1,21,6,5650,55,9.2872
1,21,49,121449,55,9.2872
1,21,5,4300,55,9.2872
1,21,2,4412,55,9.2872
1,21,0,0,55,9.2872
1,21,16,31084,55,9.2872
1,21,8,24350,55,9.2872
1,21,65,77220,55,9.2872
1,21,4,9385,55,9.2872
1,21,8,9539,55,9.2872
1,21,21,19802,55,9.2872
1,21,42,54162,55,9.2872
1,21,65,105612,55,9.2872
1,21,5,5833,55,9.2872
1,21,3,3910,55,9.2872
1,21,2,4850,55,9.2872
1,21,4,11420,55,9.2872
1,21,1,1437,55,9.2872
1,21,3,12000,55,9.2872
1,21,21,100101,55,9.2872
1,21,37,172085,55,9.2872
1,21,2,11400,55,9.2872
1,21,20,53553,55,9.2872
1,21,1,600,55,9.2872
1,21,4,6163,55,9.2872
1,21,7,10689,55,9.2872
1,21,32,96892,55,9.2872
1,21,15,60402,55,9.2872
1,21,2,2625,55,9.2872
1,21,9,12903,55,9.2872
1,21,31,60766,55,9.2872
1,21,39,48824,55,9.2872
1,21,65,174060,55,9.2872
1,21,3,2342,55,9.2872
1,21,4,10665,55,9.2872
1,21,7,10610,55,9.2872
1,21,12,28550,55,9.2872
1,21,5,5450,55,9.2872
1,21,8,9187,55,9.2872
1,21,5,6100,55,9.2872
1,21,13,19116,55,9.2872
1,21,21,26115,55,9.2872
1,21,40,86302,55,9.2872
1,21,3,8200,55,9.2872
1,21,4,8860,55,9.2872
1,21,5,5450,55,9.2872
1,21,8,14038,55,9.2872
1,21,16,20250,55,9.2872
1,21,5,15870,55,9.2872
1,21,4,23495,55,9.2872
1,21,27,81002,55,9.2872
1,21,20,30000,55,9.2872
1,21,74,176290,55,9.2872
1,21,11,35352,55,9.2872
1,21,28,25135,55,9.2872
1,21,6,8815,55,9.2872
1,21,7,8360,55,9.2872
1,21,4,9490,55,9.2872
1,21,6,14006,55,9.2872
1,21,16,49906,55,9.2872
1,21,19,58795,55,9.2872
1,21,8,17321,55,9.2872
1,21,40,176827,55,9.2872
1,21,10,31386,55,9.2872
1,21,6,10133,55,9.2872
1,21,5,5532,55,9.2872
1,21,15,31670,55,9.2872
1,21,1,1650,55,9.2872
1,21,4,7187,55,9.2872
1,21,22,29480,55,9.2872
1,21,10,12800,55,9.2872
1,21,5,7881,55,9.2872
1,21,0,0,55,9.2872
1,21,8,20824,55,9.2872
1,21,20,35410,55,9.2872
1,21,11,21607,55,9.2872
1,21,25,63005,55,9.2872
1,21,7,11700,55,9.2872
1,21,0,0,55,9.2872
1,21,11,12842,55,9.2872
1,21,1,2460,55,9.2872
1,21,9,15269,55,9.2872
1,21,23,44137,55,9.2872
1,21,22,32124,55,9.2872
1,21,1,1500,55,9.2872
1,21,9,11720,55,9.2872
1,21,73,241149,55,9.2872
1,21,141,649245,55,9.2872
1,21,6,19196,55,9.2872
1,21,2,3000,55,9.2872
1,21,5,4600,55,9.2872
1,21,16,21850,55,9.2872
1,21,32,70758,55,9.2872
1,21,9,11780,55,9.2872
1,21,30,134067,55,9.2872
1,21,9,16800,55,9.2872
1,21,3,10583,55,9.2872
1,21,17,40687,55,9.2872
1,21,3,3950,55,9.2872
1,21,9,15996,55,9.2872
1,21,20,35388,55,9.2872
1,21,43,90530,55,9.2872
1,21,29,81197,55,9.2872
1,21,12,15800,55,9.2872
1,21,9,17217,55,9.2872
